51054: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.18495208, z: 9.5492735 }, raw_data: Vector3 { x: 120, y: 103, z: 5318 } }
2686977: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
2696982: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16160862, z: 9.54209 }, raw_data: Vector3 { x: 122, y: 90, z: 5314 } }
2697053: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
2707070: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
2716990: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.16340427, z: 9.556456 }, raw_data: Vector3 { x: 119, y: 91, z: 5322 } }
2717067: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0031958905, z: 0.0 }, raw_data: Vector3 { x: -3, y: -3, z: 0 } }
2730719: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0031958905, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -3, z: 1 } }
2730783: Accelerometer { acceleration: Vector3 { x: 0.20829555, y: 0.16160862, z: 9.552865 }, raw_data: Vector3 { x: 116, y: 90, z: 5320 } }
2739897: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
2749976: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2750042: Accelerometer { acceleration: Vector3 { x: 0.2172738, y: 0.16160862, z: 9.52593 }, raw_data: Vector3 { x: 121, y: 90, z: 5305 } }
2798411: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2798482: Barometer { pressure: 100842.0, temperature: 19.57, raw_data: 100842 }
2798532: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16340427, z: 9.54209 }, raw_data: Vector3 { x: 125, y: 91, z: 5314 } }
2798628: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
2810073: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
2810148: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.17417817, z: 9.545682 }, raw_data: Vector3 { x: 122, y: 97, z: 5316 } }
2819916: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2830062: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
2830134: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.16699557, z: 9.547478 }, raw_data: Vector3 { x: 118, y: 93, z: 5317 } }
2837375: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
2850409: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
2850486: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15263036, z: 9.547478 }, raw_data: Vector3 { x: 126, y: 85, z: 5317 } }
2859987: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: 0, z: 2 } }
2870046: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
2870112: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.15981296, z: 9.540296 }, raw_data: Vector3 { x: 117, y: 89, z: 5313 } }
2879897: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2890111: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2890183: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.16340427, z: 9.543886 }, raw_data: Vector3 { x: 118, y: 91, z: 5315 } }
2900028: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -1, z: 1 } }
2951221: Barometer { pressure: 100841.0, temperature: 19.58, raw_data: 100841 }
2951358: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.15622166, z: 9.54209 }, raw_data: Vector3 { x: 122, y: 87, z: 5314 } }
2951455: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
2951589: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15083471, z: 9.543886 }, raw_data: Vector3 { x: 124, y: 84, z: 5315 } }
2951701: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
2960950: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2970952: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.16879122, z: 9.543886 }, raw_data: Vector3 { x: 122, y: 94, z: 5315 } }
2971024: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
2980925: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
2990937: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.16519992, z: 9.533113 }, raw_data: Vector3 { x: 119, y: 92, z: 5309 } }
2991021: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
3001873: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: 0, z: 2 } }
3010958: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.15263036, z: 9.5385 }, raw_data: Vector3 { x: 128, y: 85, z: 5312 } }
3011028: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3027727: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3027794: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.14724341, z: 9.561843 }, raw_data: Vector3 { x: 128, y: 82, z: 5325 } }
3027896: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: -1 } }
3047987: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: -1 } }
3048060: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.16340427, z: 9.524135 }, raw_data: Vector3 { x: 118, y: 91, z: 5304 } }
3048069: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3056976: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
3108257: Barometer { pressure: 100841.0, temperature: 19.58, raw_data: 100841 }
3108330: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.17058687, z: 9.534908 }, raw_data: Vector3 { x: 126, y: 95, z: 5310 } }
3108428: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3108524: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.17058687, z: 9.534908 }, raw_data: Vector3 { x: 122, y: 95, z: 5310 } }
3108615: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3117988: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3127927: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.17238252, z: 9.531317 }, raw_data: Vector3 { x: 128, y: 96, z: 5308 } }
3127996: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3137933: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3147932: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.15622166, z: 9.556456 }, raw_data: Vector3 { x: 127, y: 87, z: 5322 } }
3147999: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -2, y: 0, z: 0 } }
3158008: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0, z: -0.0010652968 }, raw_data: Vector3 { x: -2, y: 0, z: -1 } }
3168062: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.16160862, z: 9.536704 }, raw_data: Vector3 { x: 117, y: 90, z: 5311 } }
3168152: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: -0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: -1 } }
3181903: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3181976: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.15442601, z: 9.5385 }, raw_data: Vector3 { x: 117, y: 86, z: 5312 } }
3191031: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3200942: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3201014: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.15263036, z: 9.5492735 }, raw_data: Vector3 { x: 120, y: 85, z: 5318 } }
3210946: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3255478: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
3255555: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16160862, z: 9.5385 }, raw_data: Vector3 { x: 125, y: 90, z: 5312 } }
3255653: Barometer { pressure: 100839.0, temperature: 19.57, raw_data: 100839 }
3269068: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.15801731, z: 9.5385 }, raw_data: Vector3 { x: 126, y: 88, z: 5312 } }
3269138: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3269239: Accelerometer { acceleration: Vector3 { x: 0.23702596, y: 0.16340427, z: 9.547478 }, raw_data: Vector3 { x: 132, y: 91, z: 5317 } }
3269333: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3280838: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3280908: Accelerometer { acceleration: Vector3 { x: 0.20649989, y: 0.16340427, z: 9.54209 }, raw_data: Vector3 { x: 115, y: 91, z: 5314 } }
3289907: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3300223: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3300292: Accelerometer { acceleration: Vector3 { x: 0.21906945, y: 0.15801731, z: 9.534908 }, raw_data: Vector3 { x: 122, y: 88, z: 5310 } }
3309901: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3320272: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 1, z: 1 } }
3320344: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15083471, z: 9.527725 }, raw_data: Vector3 { x: 119, y: 84, z: 5306 } }
3329915: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3340279: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3340365: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15263036, z: 9.534908 }, raw_data: Vector3 { x: 119, y: 85, z: 5310 } }
3349959: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3360311: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
3360389: Accelerometer { acceleration: Vector3 { x: 0.24061728, y: 0.14544775, z: 9.522339 }, raw_data: Vector3 { x: 134, y: 81, z: 5303 } }
3369877: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -2, y: -1, z: 0 } }
3421304: Barometer { pressure: 100843.0, temperature: 19.58, raw_data: 100843 }
3421377: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16879122, z: 9.545682 }, raw_data: Vector3 { x: 120, y: 94, z: 5316 } }
3421465: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -4, y: 0, z: 0 } }
3421557: Accelerometer { acceleration: Vector3 { x: 0.20649989, y: 0.17238252, z: 9.5385 }, raw_data: Vector3 { x: 115, y: 96, z: 5312 } }
3421647: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0 }, raw_data: Vector3 { x: -3, y: 0, z: 0 } }
3430903: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3440912: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.15622166, z: 9.556456 }, raw_data: Vector3 { x: 128, y: 87, z: 5322 } }
3440981: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3450963: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3460949: Accelerometer { acceleration: Vector3 { x: 0.23343466, y: 0.17238252, z: 9.545682 }, raw_data: Vector3 { x: 130, y: 96, z: 5316 } }
3461024: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
3470928: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3480924: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16519992, z: 9.536704 }, raw_data: Vector3 { x: 124, y: 92, z: 5311 } }
3481001: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3490895: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3500960: Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.16519992, z: 9.552865 }, raw_data: Vector3 { x: 129, y: 92, z: 5320 } }
3501027: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3510923: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
3520907: Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.16340427, z: 9.545682 }, raw_data: Vector3 { x: 129, y: 91, z: 5316 } }
3520980: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: -2, z: 1 } }
3569333: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
3569407: Barometer { pressure: 100840.0, temperature: 19.58, raw_data: 100840 }
3569415: Accelerometer { acceleration: Vector3 { x: 0.21188685, y: 0.17417817, z: 9.5492735 }, raw_data: Vector3 { x: 118, y: 97, z: 5318 } }
3569419: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3578491: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16879122, z: 9.540296 }, raw_data: Vector3 { x: 120, y: 94, z: 5313 } }
3578570: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3588022: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3597948: Accelerometer { acceleration: Vector3 { x: 0.23163901, y: 0.16340427, z: 9.533113 }, raw_data: Vector3 { x: 129, y: 91, z: 5309 } }
3598011: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3607972: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
3618017: Accelerometer { acceleration: Vector3 { x: 0.22445641, y: 0.16340427, z: 9.52593 }, raw_data: Vector3 { x: 125, y: 91, z: 5305 } }
3618066: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -1, z: 2 } }
3627982: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -2, z: 2 } }
3637934: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.16699557, z: 9.545682 }, raw_data: Vector3 { x: 119, y: 93, z: 5316 } }
3638016: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -2, z: 2 } }
3647917: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: -2, z: 2 } }
3657938: Accelerometer { acceleration: Vector3 { x: 0.20470424, y: 0.16340427, z: 9.551069 }, raw_data: Vector3 { x: 114, y: 91, z: 5319 } }
3658021: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3667922: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3677931: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.16699557, z: 9.552865 }, raw_data: Vector3 { x: 124, y: 93, z: 5320 } }
3678007: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 0, z: 1 } }
3722595: Barometer { pressure: 100841.0, temperature: 19.59, raw_data: 100841 }
3722683: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15981296, z: 9.547478 }, raw_data: Vector3 { x: 119, y: 89, z: 5317 } }
3722708: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 0, z: 1 } }
3732249: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -1, z: 1 } }
3732325: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.16519992, z: 9.543886 }, raw_data: Vector3 { x: 120, y: 92, z: 5315 } }
3741830: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: -2, z: 1 } }
3752743: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3752808: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.16340427, z: 9.540296 }, raw_data: Vector3 { x: 126, y: 91, z: 5313 } }
3761916: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3771953: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3772021: Accelerometer { acceleration: Vector3 { x: 0.22984336, y: 0.17058687, z: 9.563639 }, raw_data: Vector3 { x: 128, y: 95, z: 5326 } }
3781860: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3791931: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3792012: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15801731, z: 9.545682 }, raw_data: Vector3 { x: 119, y: 88, z: 5316 } }
3801949: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: -1, z: 0 } }
3811959: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -3, y: 1, z: 0 } }
3812033: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15263036, z: 9.543886 }, raw_data: Vector3 { x: 119, y: 85, z: 5315 } }
3821957: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 2, z: 1 } }
3831930: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0021305936, z: 0.0021305936 }, raw_data: Vector3 { x: -3, y: 2, z: 2 } }
3832010: Accelerometer { acceleration: Vector3 { x: 0.22804771, y: 0.17417817, z: 9.54209 }, raw_data: Vector3 { x: 127, y: 97, z: 5314 } }
3874091: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: 0.0010652968, z: 0.0021305936 }, raw_data: Vector3 { x: -2, y: 1, z: 2 } }
3874198: Barometer { pressure: 100844.0, temperature: 19.59, raw_data: 100844 }
3880700: Accelerometer { acceleration: Vector3 { x: 0.20649989, y: 0.14903906, z: 9.545682 }, raw_data: Vector3 { x: 115, y: 83, z: 5316 } }
3880763: Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -1, y: -2, z: 1 } }
3890443: Accelerometer { acceleration: Vector3 { x: 0.20470424, y: 0.17417817, z: 9.545682 }, raw_data: Vector3 { x: 114, y: 97, z: 5316 } }
3890525: Gyroscope { angular_velocity: Vector3 { x: -0.0010652968, y: -0.0021305936, z: 0.0010652968 }, raw_data: Vector3 { x: -1, y: -2, z: 1 } }
3899985: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
3910061: Accelerometer { acceleration: Vector3 { x: 0.22625206, y: 0.16699557, z: 9.545682 }, raw_data: Vector3 { x: 126, y: 93, z: 5316 } }
3910131: Gyroscope { angular_velocity: Vector3 { x: -0.0021305936, y: -0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -2, y: -1, z: 1 } }
3919956: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -3, y: -2, z: 0 } }
3929929: Accelerometer { acceleration: Vector3 { x: 0.2136825, y: 0.15981296, z: 9.552865 }, raw_data: Vector3 { x: 119, y: 89, z: 5320 } }
3929997: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0021305936, z: 0.0 }, raw_data: Vector3 { x: -4, y: -2, z: 0 } }
3940152: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: -0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: -1, z: 0 } }
3950046: Accelerometer { acceleration: Vector3 { x: 0.21547815, y: 0.15083471, z: 9.545682 }, raw_data: Vector3 { x: 120, y: 84, z: 5316 } }
3950178: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0 }, raw_data: Vector3 { x: -4, y: 1, z: 0 } }
3959961: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 1, z: 1 } }
3969908: Accelerometer { acceleration: Vector3 { x: 0.2100912, y: 0.15801731, z: 9.558251 }, raw_data: Vector3 { x: 117, y: 88, z: 5323 } }
3969975: Gyroscope { angular_velocity: Vector3 { x: -0.0042611873, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -4, y: 1, z: 1 } }
3979920: Gyroscope { angular_velocity: Vector3 { x: -0.0031958905, y: 0.0010652968, z: 0.0010652968 }, raw_data: Vector3 { x: -3, y: 1, z: 1 } }
4024475: Accelerometer { acceleration: Vector3 { x: 0.22266077, y: 0.15981296, z: 9.556456 }, raw_data: Vector3 { x: 124, y: 89, z: 5322 } }
